iterations,aggregate_opinions,radicalised_agents,silenced_agents,negated_agents,radicalisation_logodds,layer_interdependences_A,layer_interdependences_B,layer_interdependences_C,layer_interdependences_D,layer_interdependences_E,layer_interdependences_F,layer_polarisations_A,layer_polarisations_B,layer_polarisations_C,layer_polarisations_D,layer_polarisations_E,layer_polarisations_F
1,-0.03346916937668098,6,60,40,0.06187540371808747,0.28225788971700977,0.01222461908273389,0.22538841304488344,0.1939275769450436,0.20091899806891728,0.085282503141407,0.17141725194975077,0.16493112151781963,0.17099207513450687,0.17220701343950046,0.16150133671126976,0.18034277698094356
2,-0.019715867708757964,8,123,85,0.08338160893905106,0.28348306898280023,0.0108600920273897,0.22552971196025068,0.2003548763101736,0.2052947412108843,0.07447750950850385,0.2060793433311201,0.16757066005119547,0.20506608224355768,0.21522728447515546,0.20684254269590288,0.18672236153653016
3,-0.017647586964691847,14,186,125,0.15082288973458363,0.2813947802222226,0.010373032463522065,0.22249961278042957,0.20793369085738192,0.20843588364282736,0.06936300003361853,0.2402223724904257,0.17917947169792872,0.23974804992850773,0.2707450415436365,0.2481956349401899,0.2127022851882087
4,0.0015996305050005627,17,246,161,0.18632957819149346,0.2792661504956818,0.012428961986800121,0.22536096171609274,0.2075770689699169,0.20592176411991037,0.0694450927115969,0.27414438301771465,0.2562757848825375,0.28051799447826403,0.3085685776724949,0.2740030198907596,0.25832281508667304
5,-0.0099857513820449,26,300,194,0.3011050927839216,0.28006975823722396,0.011900176991175921,0.22569698710093863,0.20367823425317855,0.20771961405370035,0.07093522936378023,0.2938815705865197,0.2803931392919919,0.2971929911313197,0.31437480019486985,0.2988899221462638,0.2472476083079629
6,0.011738145052630388,30,350,226,0.3566749439387324,0.2828737624980122,0.011480237097622132,0.2274860119470557,0.2050543115626451,0.2053464043213877,0.06775927257327685,0.29764184575565106,0.2567188074964648,0.30307627815237276,0.3104983165747534,0.3029038873283593,0.22441871077169057
7,-0.06674839918262415,33,396,256,0.40047756659712536,0.28151797136858997,0.011051171317483488,0.2279258176540837,0.20388705648073763,0.20168555545349467,0.07393242772560989,0.3067105171727702,0.2421513750386882,0.3148502870167271,0.31878941759938956,0.30598518270702135,0.24600771704620747
8,-0.06283796106840393,36,438,279,0.44628710262841953,0.28088921005909334,0.010682699777092592,0.22853788062905347,0.20543444442237782,0.20622675430690807,0.0682290108054783,0.326069585082545,0.24514391800945184,0.33882994550112,0.34757645744596133,0.33895782282640546,0.26214764155640957
9,-0.02889823665338097,38,484,304,0.4780358009429998,0.28111734428003127,0.009015080835866964,0.2276739406461069,0.2019721524110239,0.2063177176131026,0.07390376421387174,0.332030394091277,0.23392004009977532,0.34044260479224164,0.355441326848401,0.3362945506042787,0.28493597178942115
10,-0.08383325618298032,39,526,325,0.49429632181478017,0.2786444507935717,0.009181278540663163,0.22876791393612297,0.20449472618133127,0.20262965258260074,0.07628197796571516,0.3628207268138957,0.2439935556505488,0.3759066620515349,0.403571966613776,0.37151609025744375,0.3356389876776342
11,-0.0067601729171434585,40,567,349,0.5108256237659907,0.2802679030965294,0.010297397955279711,0.22802185676766215,0.20198643712052114,0.2043238403948246,0.07510256466518433,0.37395215762443806,0.2819363642693589,0.3803708583229315,0.40960517127459695,0.384578686494868,0.34153820797378703
12,-0.05325456341493313,42,607,372,0.5447271754416719,0.28489427978804105,0.010698250537542317,0.23036172361835236,0.19674914330325663,0.20308280625967806,0.07421379649313083,0.38709002797853,0.26488518452235044,0.39071654762470964,0.3954229163982304,0.3961662118603336,0.3339888729939383
13,-0.052955288485266844,43,649,396,0.5621189181535412,0.28705455418472653,0.011517485714760304,0.22929367278424184,0.19666647578713511,0.20212969787598373,0.07333811365315364,0.40533106290833715,0.3067733723720169,0.4027140276662296,0.4029594786224846,0.4145324737572199,0.3306011961342668
14,-0.057563759555983786,45,687,417,0.5978370007556204,0.2846248128174882,0.011122258515043748,0.22660968050139516,0.19294844350233242,0.20088698041154465,0.08380782425219699,0.4161671780807191,0.32621743516897855,0.41311760465185227,0.41663101177224615,0.43276409551852685,0.42890760472280204
15,-0.07037372810916154,47,725,435,0.6348782724359695,0.2859139200161517,0.009787518436147552,0.22790382830763042,0.19512166080654525,0.2023265917991741,0.07894648063435103,0.3860917649909201,0.19610717014424875,0.38705879647462543,0.385710093415314,0.39765981792115607,0.3596572082931471
16,-0.05794168451027806,49,760,456,0.6733445532637655,0.2816180807971866,0.007579715468932174,0.22658354850470558,0.19818747771811324,0.20548897259884663,0.08054220491221617,0.3842775586912861,0.1536687827410169,0.3887176771890802,0.39174951360951504,0.4075910025019018,0.3784164054518591
17,-0.022391976343406346,51,795,475,0.7133498878774648,0.2828624103512765,0.008254949042056994,0.22740668500729316,0.1991502164785445,0.2039759292452032,0.07834980987562551,0.4229212386478441,0.19287509750990495,0.43112616994641206,0.43352240294347066,0.44194154546816705,0.38461191301119635
