iterations,aggregate_opinions,radicalised_agents,silenced_agents,negated_agents,radicalisation_logodds,layer_interdependences_A,layer_interdependences_B,layer_interdependences_C,layer_interdependences_D,layer_interdependences_E,layer_interdependences_F,layer_polarisations_A,layer_polarisations_B,layer_polarisations_C,layer_polarisations_D,layer_polarisations_E,layer_polarisations_F
1,0.01164797530720385,4,67,37,0.04082199452025513,0.2822578897170098,0.012224619082733892,0.22538841304488347,0.1939275769450436,0.20091899806891725,0.08528250314140698,0.1714172519497508,0.16493112151781963,0.17099207513450682,0.17220701343950046,0.16150133671126976,0.1803427769809436
2,-0.030704370294042313,7,130,72,0.07257069283483544,0.28441423943821387,0.0110680223835284,0.22069141399482814,0.20326989662305917,0.19963557780248356,0.08092084975788334,0.21959629280776738,0.17364894424154478,0.21111895065096078,0.22565325068047998,0.20914664794943674,0.2201650900373834
3,-0.019654817998512805,14,186,104,0.15082288973458363,0.2846840035172393,0.01218857711315604,0.21800547015556784,0.20106165877514234,0.2029004078409445,0.08115988259794307,0.2416212097773533,0.1723926267415362,0.2209693997130507,0.24582860328318995,0.23395028361444076,0.23278181536031953
4,-0.11006555238276311,22,241,131,0.24846135929849963,0.2798533970616142,0.01138694975960342,0.22168165909354579,0.20234595784741136,0.20235561251627304,0.08237642372154846,0.2612295683335268,0.23098087218676397,0.23821685050505875,0.27945370855181484,0.26038865173744974,0.26577533739222053
5,-0.05822269647849625,28,293,153,0.3285040669720361,0.2797790812019673,0.010097685141537529,0.22678702305937504,0.2038273542639215,0.20172552304309155,0.07778333329010576,0.2829553454970855,0.21878308485352824,0.26396673752626076,0.3053170755102021,0.27206700830003144,0.27174183644325595
6,-0.1303464537089094,31,343,184,0.371063681390832,0.2785789809584169,0.00890774288700226,0.22843505344883203,0.2050119181603353,0.19681813606214066,0.08224816848327467,0.30794348113113235,0.23105998721851517,0.30054193101867266,0.330197640263197,0.2842749017152969,0.3197579688613809
7,-0.04974946621314108,32,390,212,0.3856624808119847,0.2764393831283561,0.009626052944444562,0.231914297129395,0.20679004350138,0.19743774314080695,0.07779248015561946,0.32767670115688097,0.2072508367162062,0.3347098303677261,0.3515977466215622,0.3085390308507893,0.32832000329730465
8,-0.06307482903582998,36,434,242,0.44628710262841953,0.2820643936839204,0.01080530017466306,0.2354230935353504,0.20816817098074178,0.1934031662228794,0.07013587540244505,0.3533849954010963,0.24811904244450134,0.36344326031745655,0.3746953389294516,0.3267342904208674,0.2866736161126827
9,-0.037845508195347384,38,478,267,0.4780358009429998,0.28352184593316154,0.010145579116194901,0.2316261256772372,0.21019833571173807,0.19385772343342914,0.07065039012823882,0.36881788337444116,0.24282339620121107,0.36389444863815246,0.4038545774770325,0.3394045955418474,0.28934549640302126
10,-0.10810014471985152,42,522,294,0.5447271754416719,0.2838048536177229,0.009946365138718136,0.2332556912471112,0.21017450212257704,0.19376670709031785,0.06905188078355286,0.35826865516606166,0.2177829939509601,0.3545001758026963,0.397498681332164,0.33786987382317774,0.273291981918012
11,-0.20070746737425627,46,564,317,0.616186139423817,0.28561767922493375,0.010962694695754718,0.23007677238740645,0.21313965229607143,0.1964609497671027,0.06374225162873155,0.33581449541196023,0.17244833421216127,0.32174509078412705,0.36685038743821446,0.3203524190529379,0.24126557650988864
12,-0.14902659064060836,49,597,338,0.6733445532637655,0.28814145500091515,0.010084211588542119,0.22911914582691856,0.20988112945550927,0.19718674926254207,0.06558730886556656,0.3532797671412041,0.2310369646222842,0.33383188076737513,0.38203966666163874,0.3431470770563347,0.22373793720665489
13,-0.25184229292965804,49,634,358,0.6733445532637655,0.2852183074478311,0.011221663151461711,0.22760501561115795,0.20769117187494285,0.1961138247374437,0.07215001717715837,0.35116930023115556,0.21701676176623863,0.32903023484062893,0.37527849757752263,0.34863587839647114,0.24170595668837977
14,-0.1678492757079436,49,669,378,0.6733445532637655,0.2836957893164257,0.01037296048403807,0.22974905477154567,0.20799271449482842,0.19716619814675723,0.07102328278640598,0.3385041399217303,0.16803564141208607,0.32493192667822957,0.36582276420147847,0.3478427995668281,0.21747350539770113
