iterations,aggregate_opinions,radicalised_agents,silenced_agents,negated_agents,radicalisation_logodds,layer_interdependences_A,layer_interdependences_B,layer_interdependences_C,layer_interdependences_D,layer_interdependences_E,layer_interdependences_F,layer_polarisations_A,layer_polarisations_B,layer_polarisations_C,layer_polarisations_D,layer_polarisations_E,layer_polarisations_F
1,0.023870681543331454,7,56,39,0.07257069283483544,0.2814333458254579,0.01537753824995977,0.2236011455817457,0.1896606930474053,0.20411556650482277,0.08581171079060831,0.18595758969264023,0.23787611527341457,0.1870757273663374,0.1893180060837599,0.18698469084977484,0.19527876714620274
2,-0.011665175134293276,13,107,76,0.13926206733350766,0.2788046171803635,0.01331844241794105,0.22588660995708212,0.195803856604872,0.20621327715638962,0.07997319668335112,0.21803617884408233,0.22489757166498806,0.2240883722230317,0.23243451210862154,0.2262306010603143,0.22114363820055322
3,0.04896336460304362,20,158,108,0.22314355131420976,0.2773724735103953,0.01400258539041362,0.22667301019573505,0.1910941554196958,0.20918068662120667,0.0816770888625546,0.25656318887042656,0.2821054272538027,0.2670430441463854,0.2569089358969649,0.2763324451225881,0.2557535379987996
4,-0.026068316052103496,22,209,141,0.24846135929849963,0.2766365157079842,0.014908938649421602,0.22226576409343124,0.19096879295389282,0.213169987595236,0.08205000100003407,0.2861103178253278,0.3969199080605499,0.28674658219894555,0.2862716714396735,0.3099791799102254,0.282092050272897
5,-0.01606522719289132,27,259,170,0.31471074483970024,0.28306242949186095,0.01321350344916351,0.21751289594609016,0.18858996680599635,0.2137779718701056,0.08384323243678224,0.32005871840208033,0.35455774127853934,0.30791797236026475,0.31038019374110454,0.34989125429786755,0.3296335537811745
6,-0.020472558341608466,30,309,197,0.3566749439387324,0.28192301675248393,0.01073763648595483,0.218147494151354,0.19555429082639836,0.21129110990773575,0.08234645187607478,0.36707892752078075,0.28521924501332657,0.35999206199960065,0.3724539976291867,0.4121075977630386,0.3811825780464862
7,0.004186485442133695,34,361,226,0.4155154439616659,0.2816655744327275,0.011705891052560077,0.22110322456602918,0.19589789708019978,0.20988012020744418,0.07974729266103663,0.39732674390534095,0.34200999431260326,0.41094311889939916,0.4127685098737143,0.45182825764652507,0.4072115557413931
8,0.01258220475502931,36,408,254,0.44628710262841953,0.282417546134113,0.011141250823551246,0.22412568175752395,0.19885886583794363,0.20888882116104646,0.0745678342858218,0.3810315784953258,0.3317329753781709,0.39863993167243844,0.3939584219816895,0.42723638107981926,0.3536349480957856
9,-0.014330938996922789,38,451,281,0.4780358009429998,0.28355518335919,0.012169207709546302,0.22368582996079708,0.19840346634142247,0.2039465413060157,0.07823977132303044,0.35836360983581345,0.32757281942832794,0.3713096988975947,0.3736452630753826,0.37426457047491557,0.35759753610319456
10,-0.0018066069934748422,40,496,307,0.5108256237659907,0.28364555378878853,0.01052467998195098,0.2295249985157834,0.19958462454068535,0.2052427257943965,0.07147741737839496,0.3543566801928695,0.2505988749144963,0.37359407890425994,0.3681697516850033,0.3772138055949087,0.30394015480381653
11,-0.053384734647013994,42,542,331,0.5447271754416719,0.28162901411152214,0.011644720754352439,0.22875330128459523,0.1997000846542476,0.20585422540813184,0.0724186537871477,0.36747378712270495,0.29404308691324277,0.3836679952971335,0.37406189733370504,0.39366557490182885,0.3297515953779979
12,-0.02348409157994202,44,585,354,0.5798184952529422,0.28370657054469817,0.01177808815088859,0.2273817635907231,0.19992073384543851,0.2095586460703954,0.06765419779785421,0.37111822611453,0.30674632000105534,0.38155611436611975,0.38081272472784977,0.40535979388190496,0.3075114049669415
13,-0.09380237039682372,47,624,375,0.6348782724359695,0.2828669011343781,0.012394924018572392,0.22855498491170384,0.20082321079930268,0.20979873975171712,0.06556123938432656,0.3574263475078084,0.300377381791133,0.37014300370765724,0.37085587833912226,0.3903495296452796,0.2964202655457355
14,-0.08654947264022558,47,669,396,0.6348782724359695,0.27861560481663566,0.012692132491549254,0.22841219534858678,0.1999384750894514,0.21394694211753132,0.06639465013624633,0.3924712874484772,0.3663833849911983,0.40684024728038604,0.4098244098977249,0.4413558537809989,0.3214231419367941
15,-0.08939682624683383,51,710,415,0.7133498878774648,0.2795453642939001,0.011832107460372951,0.2288796120683116,0.2008038099402691,0.21258366621229896,0.06635544002484711,0.41080313769929855,0.31996491879762373,0.4143572319271494,0.42074548047621163,0.448966083541568,0.3416067117157779
16,-0.113933623379601,53,751,436,0.7550225842780328,0.28211246824081354,0.01120486565329974,0.22882336180828228,0.19632747272957288,0.2090397594248385,0.07249207214319464,0.39068671008794803,0.23592625291471547,0.38364321889791325,0.38385222758802584,0.4139278625157329,0.3508205145995338
17,-0.0742323325020124,54,785,455,0.7765287894989964,0.2844433288796112,0.012669780406722704,0.2303355514973031,0.19396745729505271,0.2039201737148473,0.07466370820646218,0.4109143939757605,0.35531238287993683,0.4171296767337262,0.3980139530208447,0.41817098882430875,0.3735695809276138
18,-0.08749202513026579,55,823,473,0.7985076962177717,0.28401475593100656,0.0130381879518914,0.2280803289162001,0.19354853863219673,0.2037539015875628,0.07756428698114519,0.42155807033170073,0.38379354684242334,0.42435765101351225,0.40462901439564547,0.4272202523480571,0.4177017091310267
19,-0.09553832230305122,55,859,491,0.7985076962177717,0.2829470125695796,0.012812622438062075,0.23100356959374238,0.1965391852700596,0.20317702800424223,0.0735205821243137,0.41391192855354825,0.3706475673887183,0.4312587649626047,0.41423636048251294,0.4214705138415106,0.3732371525221174
20,-0.06240715743823253,55,893,507,0.7985076962177717,0.2820805631423493,0.013622536805363012,0.23019961585455936,0.1941075020541604,0.2028212460634995,0.07716853608006691,0.40365935091980537,0.4069823601215644,0.4166521929859597,0.39714405476574977,0.39634132379342346,0.39373719432723964
21,-0.038918913939033996,55,931,525,0.7985076962177717,0.2786096228052871,0.013753350330527608,0.22902497432392974,0.19906118786841748,0.200427506346967,0.07912335832487223,0.42157787388397305,0.4197414708947243,0.43135352851327224,0.4344421894054707,0.4087910313248141,0.43721515914520204
22,-0.043674412951352604,56,970,544,0.8209805520698303,0.27945832326559816,0.013532139141917863,0.22647203008382533,0.2035469065220056,0.2004596317816859,0.07653096920496563,0.3941264756199996,0.37433149665927284,0.3948031156579585,0.4236443423667859,0.37921495817448014,0.3882445414659951
23,0.034385440633296585,59,1005,562,0.8915981192837834,0.2824397714759947,0.012787865223731949,0.2257018617087364,0.2052934892130541,0.1993929171298479,0.07438409524863217,0.41129050374661275,0.3286091580234462,0.40403202765567897,0.4434053789644466,0.4006865252981709,0.38557856127485496
24,-0.058091776092008225,60,1040,579,0.916290731874155,0.28265005014054223,0.012129137300548485,0.22578119471814795,0.20067270676607268,0.20210131997189476,0.0766655911027915,0.4231776519069981,0.3118666427160061,0.42702279493467304,0.4521302320424979,0.42760288938886154,0.4083984094454087
25,0.03502734345026012,60,1077,596,0.916290731874155,0.28296727588857673,0.011571051412082582,0.22539122558585523,0.1976695651186843,0.20019866824038157,0.0822022137544199,0.41756865755332195,0.2810875180988639,0.4230182142551148,0.43316554799355267,0.41723788813963897,0.4367323101762138
26,-0.05184530029037786,60,1109,610,0.916290731874155,0.28445608686797064,0.010942138638796214,0.22505455400078442,0.20035674129846381,0.1986472997342831,0.08054317945970538,0.4197796469987861,0.2578788330791782,0.41957250476283686,0.4344392954819674,0.4016698387769284,0.42125688002339845
27,-0.0035641122475038546,60,1138,622,0.916290731874155,0.28746241011083257,0.010447565653390858,0.22650130342032124,0.20101682815541616,0.19054346911612183,0.0840284235439175,0.4046483711930452,0.24385337751029373,0.39967624733800383,0.40511673395081355,0.36480636843059977,0.4416202675029064
28,0.0035945741663399766,60,1168,638,0.916290731874155,0.28509563582486963,0.010874758537961358,0.22671949101397912,0.19873406538610974,0.1929097900440682,0.08566625919301439,0.40978073663646797,0.25893860164634064,0.40619538163453,0.41892646451321375,0.3771728294189597,0.4460370388360927
29,0.05519691234084566,60,1196,650,0.916290731874155,0.28200736911870916,0.010731796219501438,0.23087456768326878,0.19447956580034112,0.19613394823799898,0.08577275294017983,0.4316563789034094,0.26259209420647844,0.441635763792187,0.4162718354796139,0.3983370778252057,0.4930386821498432
30,0.034148386057438,61,1227,666,0.941608539858445,0.28140770019550454,0.0116116801340846,0.2325551621166242,0.19190444036574544,0.19899595353002572,0.08352506365801161,0.4083874079353369,0.2807336975219198,0.42072081360207336,0.38896567644028673,0.382501707611563,0.42217210845257974
31,0.060626665568621584,63,1257,682,0.9942522733438669,0.2849867270582749,0.011435068177646631,0.23362173209880513,0.18719303364903847,0.1995256999894588,0.08323773902677496,0.4486468608101546,0.3118721523791984,0.46207638615306756,0.395720404284186,0.4112241525126793,0.5178627351239972
32,0.06253598104702375,63,1285,696,0.9942522733438669,0.2853998499560117,0.010533519921934213,0.23381813693775186,0.19219893002703572,0.19996538036801567,0.0780841827892519,0.4376380465187013,0.2785136067770862,0.4497527971838382,0.40212023316267376,0.39881624693373163,0.4269462856378724
33,0.07485097356960069,63,1308,707,0.9942522733438669,0.2838981294916309,0.01155763909654492,0.23370311862113136,0.194296373878365,0.19895835580473853,0.07758638310759025,0.39378222044513184,0.31879969753208914,0.40229924691549884,0.36790374185812447,0.3626966222621611,0.3661909889560961
34,0.03413484157682274,63,1334,719,0.9942522733438669,0.28145233365141953,0.010620706781329842,0.23250018222028362,0.19671094620182158,0.201605938984397,0.07710989216075055,0.3943696605433166,0.25551041219373677,0.40173288505828497,0.37736557668503296,0.3752383067616133,0.3620859913534953
35,0.04703928074806065,63,1362,732,0.9942522733438669,0.27936434492785533,0.011426810283519905,0.2316905000429103,0.19534412790644307,0.20147767426930907,0.08069654256996352,0.4037403229224855,0.3186314746255912,0.4105964072494382,0.4038252149185374,0.3976532952192325,0.38921950233821717
36,0.07662546175569107,64,1389,747,1.0216512475319814,0.2779562612651875,0.011280111202942771,0.23501394742118095,0.19827662372537955,0.1971031874048702,0.08036986898043642,0.3945108047875008,0.2811941045024314,0.42116743420116276,0.39633494021635096,0.3822828530871677,0.39657700646913036
37,0.08730632086122689,65,1413,756,1.0498221244986778,0.27942255424780427,0.012052870331352312,0.23035627413964554,0.19483939635331515,0.19923509004581758,0.08409381488206798,0.37947889172022337,0.30875779248218893,0.39146538731806674,0.37527521539286707,0.37381437785390503,0.4336776087682361
38,0.03256438697962609,66,1436,768,1.07880966137193,0.28065990084855363,0.012439379108519201,0.23164259603661655,0.19675890136219415,0.19562556611317633,0.08287365653093982,0.3934044365885206,0.3581057314168048,0.415574107995151,0.40142553004448844,0.3754243685339964,0.46347485022997337
39,0.03069341921785781,66,1461,782,1.07880966137193,0.28106838732778566,0.013605589184694395,0.232351255231699,0.19772813836538286,0.1947072427718193,0.08053938711861934,0.40968330855332974,0.43634650242929285,0.4362401763488482,0.42741194115360176,0.3906121650414787,0.43828283413373087
40,-0.0030531501879756686,67,1485,793,1.1086626245216114,0.2813018602411995,0.013444364395750339,0.23026949416031217,0.2040397701760103,0.19475275536723677,0.0761917556594911,0.4223703106215025,0.4281621127514647,0.44671316082665335,0.4558289202897927,0.4104344800068464,0.3992993565427394
