iterations,aggregate_opinions,radicalised_agents,silenced_agents,negated_agents,radicalisation_logodds,layer_interdependences_A,layer_interdependences_B,layer_interdependences_C,layer_interdependences_D,layer_interdependences_E,layer_interdependences_F,layer_polarisations_A,layer_polarisations_B,layer_polarisations_C,layer_polarisations_D,layer_polarisations_E,layer_polarisations_F
1,0.045597028225819417,4,62,45,0.04082199452025513,0.28225788971700977,0.01222461908273389,0.22538841304488344,0.1939275769450436,0.2009189980689173,0.085282503141407,0.17141725194975077,0.16493112151781963,0.1709920751345069,0.17220701343950046,0.16150133671126973,0.1803427769809436
2,-0.05699867075300917,8,125,83,0.08338160893905106,0.279799805811673,0.013266107216006288,0.23109111327670198,0.2004059855120046,0.19630231580333501,0.07913467238027469,0.20132255008122424,0.2198268625843374,0.2070617289821823,0.2160833293567227,0.19185291250751216,0.1983403713511669
3,-0.017790105088688512,14,186,117,0.15082288973458363,0.2826742978183581,0.011594956853185406,0.23004230305159676,0.20333228753007893,0.19349698533042994,0.07885916941634855,0.23488909524037688,0.23052017394402755,0.23377071879346598,0.2490838362849347,0.20894475484474936,0.25022088023695005
4,-0.01990798312605793,20,247,157,0.22314355131420976,0.2826533788868146,0.010742268819061042,0.2286930297457958,0.20449997669695877,0.19832885694743818,0.07508248890392774,0.26369915512578596,0.19391609585124672,0.2587415064595662,0.28235037062940144,0.24317828921929283,0.2457365410093208
5,-0.05100141761069068,24,304,191,0.2744368457017603,0.2826706964270681,0.009794031627082351,0.2257192695671054,0.201343823061531,0.20082775327363744,0.07964442604357372,0.29549054606850994,0.19891243173844653,0.2874409212289892,0.3107073126783086,0.2828009838399377,0.2810052193071395
6,-0.015932816112490797,27,362,222,0.31471074483970024,0.2845123093794079,0.010014000398968218,0.22075153970657352,0.200363254764651,0.19839972027988403,0.08595917547050946,0.32749037131128034,0.2177207430389152,0.2994164206501816,0.3402094752943556,0.3038775789342548,0.3455745961172271
7,-0.06745321207821338,33,415,252,0.40047756659712536,0.2845533188999048,0.011166741000740221,0.21858932276267248,0.2026639531751321,0.19926895691717705,0.08375770724437154,0.3332034864539299,0.23335892566325822,0.30140579916721916,0.355175687498773,0.3168691213062019,0.3352131453564544
8,0.008160394940028565,35,459,282,0.4307829160924542,0.2853455646027148,0.010688111900592342,0.21757482778521053,0.20627887388919033,0.20260029349611786,0.07751232832617189,0.3308087436916736,0.2222644304291013,0.2981671032848698,0.35859829706502633,0.32089424313294634,0.2894389840749098
9,-0.07124483941855854,38,507,310,0.4780358009429998,0.28765814436992854,0.011351868199344367,0.21610711351433456,0.2006456313100596,0.2087099025224481,0.07552734008388408,0.34112188010299843,0.23120597561070108,0.30054836399441026,0.3474783410772609,0.34255703582202446,0.2912882173482458
10,-0.010698860300822136,41,548,332,0.5276327420823718,0.2894502028798357,0.010480961695983657,0.2174957162201174,0.20221764765979985,0.21103834317370787,0.06931712837055302,0.3493633903538504,0.2445588770603635,0.3086476785313485,0.36174067346818245,0.3584450658250839,0.2697963681357481
11,-0.03331658015273646,43,589,353,0.5621189181535412,0.29218580548512463,0.012001978027366952,0.22099518580815686,0.19882660638240707,0.20679644096999225,0.06919398332694654,0.3877046126699916,0.3083318739217243,0.34672586997066557,0.39419903845269794,0.38434375180830127,0.2912893256822684
12,0.04157974028353326,49,628,376,0.6733445532637655,0.2903894290030473,0.014397660639441983,0.2225852562742654,0.19561903712788206,0.20134316808130137,0.07566544887405763,0.4012209346946432,0.5007796995858962,0.37429807992905384,0.4087756455126682,0.38773254539252994,0.32344523492913685
13,0.021823128033713456,53,664,397,0.7550225842780328,0.2884086003004698,0.01453245695832999,0.2265126045865988,0.19940064769875626,0.20207506853134444,0.06907062192449985,0.4120674015635859,0.5376506901583763,0.39891391870086423,0.43319482788140695,0.4065730353173131,0.2807308684712637
14,0.07273297096554432,56,698,415,0.8209805520698303,0.28666640856935105,0.01352277567677835,0.22658522953190804,0.19793138036942629,0.2025445727795726,0.07274963307296003,0.4225638154950551,0.48486328957678376,0.4141191481168912,0.4458795504040611,0.4168158048332239,0.32003802423984223
15,-0.043472353226801264,56,733,434,0.8209805520698303,0.2855350111682504,0.011842804624444146,0.22643757511387066,0.1983027994701206,0.20267710515603796,0.07520470446727691,0.4300107362200941,0.39085504167231466,0.43037190536311565,0.4579063389785328,0.42010456902851234,0.3760214635884697
16,0.03741132915926537,59,764,454,0.8915981192837834,0.28588847325687583,0.011645141543158056,0.22567803620020138,0.19657386723132284,0.2020293555812886,0.07818512618715442,0.4194002683111348,0.34068861154657115,0.41342674245162025,0.4307212751256216,0.4014226773154882,0.40515330873444155
17,-0.0001095274021825532,61,793,473,0.941608539858445,0.283009546040994,0.012053632379191659,0.22992219843088324,0.19690693591163094,0.19906991001818045,0.07903777721912147,0.4347674675035414,0.37650933933071495,0.4351697529299257,0.43847283566496337,0.40628748771484685,0.4151296156122204
18,-0.010693581759836375,62,823,493,0.9675840262617056,0.28246027451697747,0.013395258697932816,0.23011511021143813,0.19837498447483326,0.19425269716472923,0.0814016749340867,0.4375951487409365,0.4617340714409415,0.4371905292076099,0.43913165351615213,0.40259132284969845,0.43769983918860017
19,-0.0220803743373626,62,853,512,0.9675840262617056,0.28617445255790014,0.013995944580400172,0.2315201134880357,0.19639771983007082,0.1959209321528939,0.0759908373906962,0.47644245827811493,0.5420014536300675,0.4810857079460098,0.4569342588728932,0.4315296104753192,0.43747719338039925
20,-0.010280395352834683,62,881,530,0.9675840262617056,0.2881841435247808,0.013213257111898585,0.22811013009792197,0.19541278221246114,0.19419325507802276,0.08088643197491456,0.4874988232760141,0.5072423863371084,0.4773480462689606,0.4692282654613111,0.4229740689806298,0.490468183290552
21,0.012446562944304318,62,910,547,0.9675840262617056,0.2873761653827333,0.013444147528427012,0.22818162411558926,0.19709440164237388,0.19572297168466213,0.07818068964621579,0.4815801717461616,0.5140173597145149,0.46953777372265576,0.47084735773055925,0.43289808625208775,0.4397701468593587
22,0.020168644294733994,62,940,562,0.9675840262617056,0.283056747578935,0.012845074993686994,0.22833005388555905,0.19688952626482925,0.1972038266210555,0.08167477065593495,0.48475808183732705,0.47566843012762966,0.478188430302644,0.4738430107935077,0.45507918758986105,0.4828092235821683
23,-0.03159470611461313,63,967,577,0.9942522733438669,0.2815360713201615,0.012884086052462605,0.2295473465399971,0.19486616154079367,0.19927078387794875,0.08189555066863333,0.481755163562136,0.4735190703158618,0.49326938817286115,0.47275900989512326,0.4656495011298549,0.48827095691203953
24,-0.031495874529406505,65,993,594,1.0498221244986778,0.28027457352391927,0.011719386421077747,0.23030621128906092,0.193483181629841,0.20003131089441956,0.08418533624168337,0.46144756337880627,0.3868062753901318,0.4702040171391659,0.4456812738076913,0.44443756842711984,0.49692669284949814
25,-0.058343631376792236,66,1017,610,1.07880966137193,0.2819421933063132,0.012499958624326946,0.23459803134429033,0.19355325469349405,0.19710716765092867,0.08029939438064682,0.4452285811252784,0.4302730421298692,0.47021155832832573,0.4284147167591916,0.4235502908961653,0.4394829585236548
26,-0.05209116956695284,66,1042,626,1.07880966137193,0.2809689511328688,0.013000034046177071,0.2340645651970799,0.192574552639757,0.1984704702685264,0.08092142671558779,0.4378762883025985,0.4355691916533354,0.4602581209117588,0.416423727225674,0.4278533207113755,0.45360913298840005
27,-0.033353126618075546,66,1068,640,1.07880966137193,0.28024874677612704,0.014393523591143877,0.23179221948502648,0.1941520605786261,0.20260269068041828,0.07681075888865635,0.41110457431142633,0.5175897898176566,0.4251457239304323,0.4001082769735047,0.42251164894015014,0.4180937119365764
28,-0.008742190786219952,67,1093,656,1.1086626245216114,0.27976261438001826,0.014488245354536314,0.22818482986080543,0.19676192556884536,0.20148046480774148,0.07932192002805097,0.4095630434200007,0.5411462445326829,0.4194641041555597,0.4129039144172862,0.41497562351414446,0.42649552873417257
29,0.027088391122132877,68,1115,670,1.139434283188365,0.27817030732818854,0.014321550723414542,0.23047888110556916,0.19459157998267712,0.20024493395578574,0.08219274690436348,0.4035741494311591,0.5178498750873001,0.41266205703631864,0.3935621385930915,0.4114950247590927,0.4448919471391251
30,0.042167703208741754,68,1139,682,1.139434283188365,0.27908877000459825,0.012343850754502944,0.22683084514983679,0.19367418090482258,0.2044322148926221,0.0836301382936146,0.39021184302477196,0.4314441549349209,0.39456656858201816,0.38691335263646154,0.4090189990495852,0.43522588637520504
31,0.06539209556943822,68,1162,694,1.139434283188365,0.27944806673942757,0.013684481948330414,0.23001834445810357,0.1909896390044625,0.1995262877499956,0.0863331800996786,0.3793703248751352,0.390050112840891,0.38906418111812674,0.3598787771351386,0.37220122107095843,0.4425729622860967
