iterations,aggregate_opinions,radicalised_agents,silenced_agents,negated_agents,radicalisation_logodds,layer_interdependences_family,layer_interdependences_friends,layer_interdependences_religion,layer_interdependences_neighbours,layer_interdependences_cultural,layer_polarisations_family,layer_polarisations_friends,layer_polarisations_religion,layer_polarisations_neighbours,layer_polarisations_cultural
11,0.10255197717713628,91,303,330,2.4079456086518722,0.19796680920991555,0.20082526821410637,0.19965638757823767,0.20120418702261025,0.20034734797513554,0.46733530652141175,0.46733530652141175,0.46733530652141175,0.46733530652141175,0.46733530652141175
12,0.12641293215106164,91,312,339,2.4079456086518722,0.1978960910335868,0.20101586997476673,0.19960340294674558,0.20115381199124088,0.20033082405365907,0.4626290821627693,0.4626290821627693,0.4626290821627693,0.4626290821627693,0.4626290821627693
13,0.07326737798097327,93,319,346,2.659260036932779,0.19776860396570214,0.20115558402659584,0.19958427112493413,0.20110856535395352,0.20038297552881879,0.47262205031060506,0.47262205031060506,0.47262205031060506,0.47262205031060506,0.47262205031060506
14,0.10913273466364835,93,326,353,2.659260036932779,0.19778226884704553,0.2006395540876431,0.2000456982679545,0.20128103276260456,0.20025144603475184,0.4879202463593863,0.4879202463593863,0.4879202463593863,0.4879202463593863,0.4879202463593863
15,0.07543312702402295,93,333,360,2.659260036932779,0.19796816866752118,0.20025405786780018,0.20015289431518427,0.20135658705553666,0.20026829209395908,0.5014465779278294,0.5014465779278294,0.5014465779278294,0.5014465779278294,0.5014465779278294
16,0.10770237996401764,93,340,367,2.659260036932779,0.19824738705208234,0.20004451644516985,0.2002575222458931,0.20124266019345646,0.20020791406339833,0.47472823097272954,0.47472823097272954,0.47472823097272954,0.47472823097272954,0.47472823097272954
17,0.07625203881497626,94,346,373,2.8134107167600355,0.19837936905650824,0.20018083131001002,0.200135308741019,0.2011602468900667,0.2001442440023972,0.4638936762724396,0.4638936762724396,0.4638936762724396,0.4638936762724396,0.4638936762724396
18,0.16291847948302154,94,352,379,2.8134107167600355,0.19811127344723223,0.2002400730354058,0.2001752661058839,0.20119630165373878,0.2002770857577402,0.4752031052597444,0.4752031052597444,0.4752031052597444,0.4752031052597444,0.4752031052597444
19,0.14234520657865954,95,357,384,2.99573227355399,0.19785661295928247,0.2004172825987357,0.20010896701618616,0.2012334463114792,0.20038369111431847,0.47350319597343654,0.47350319597343654,0.47350319597343654,0.47350319597343654,0.47350319597343654
20,0.20057645241576427,95,362,389,2.99573227355399,0.19797423199116676,0.20064135294168728,0.19984435022224734,0.20130993942705863,0.2002301254178426,0.45116287968483926,0.45116287968483926,0.45116287968483926,0.45116287968483926,0.45116287968483926
21,0.1680560789187618,96,366,393,3.2188758248681997,0.19781579928427362,0.20082232796873808,0.1998665156976163,0.20137796558619186,0.20011739146317947,0.45762408546317546,0.45762408546317546,0.45762408546317546,0.45762408546317546,0.45762408546317546
22,0.1963027786183664,96,370,397,3.2188758248681997,0.19771053043911596,0.2007832627672143,0.19993451279796867,0.20142771744580149,0.2001439765498993,0.4672665577506213,0.4672665577506213,0.4672665577506213,0.4672665577506213,0.4672665577506213
23,0.1576571926339452,96,374,401,3.2188758248681997,0.19781439253060223,0.2008004588723774,0.19982090835044983,0.20144174963011172,0.20012249061645557,0.46255348765011717,0.46255348765011717,0.46255348765011717,0.46255348765011717,0.46255348765011717
24,0.14663825493363225,96,378,405,3.2188758248681997,0.19789406318988356,0.20071438202904782,0.1998589240385057,0.20147214335592323,0.2000604873866387,0.4501343134821693,0.4501343134821693,0.4501343134821693,0.4501343134821693,0.4501343134821693
25,0.1185308025259203,97,381,408,3.506557897319981,0.19794234348031614,0.20071740384824208,0.19978183047214548,0.20143091668638013,0.20012750551291983,0.4399023578009341,0.4399023578009341,0.4399023578009341,0.4399023578009341,0.4399023578009341
26,0.1641587195345806,97,384,411,3.506557897319981,0.1978934345977695,0.2006637616619728,0.1998870971633106,0.20139896514895606,0.20015674142799314,0.4406216014907378,0.4406216014907378,0.4406216014907378,0.4406216014907378,0.4406216014907378
27,0.12828611295344594,98,386,413,3.912023005428145,0.19767773147969372,0.20069441405147664,0.1998849006981429,0.20144557214620476,0.20029738162448546,0.4493353282561908,0.4493353282561908,0.4493353282561908,0.4493353282561908,0.4493353282561908
28,0.13501275170575552,98,388,415,3.912023005428145,0.1977538159500688,0.20088704139837513,0.19978819427663463,0.20136687110517673,0.2002040772697449,0.448578217805723,0.448578217805723,0.448578217805723,0.448578217805723,0.448578217805723
29,0.10565387075352821,98,390,417,3.912023005428145,0.19767259961877112,0.20099859753065766,0.19974224789396017,0.20154189550477383,0.20004465945183966,0.4399588091532881,0.4399588091532881,0.4399588091532881,0.4399588091532881,0.4399588091532881
30,0.10099860363676003,98,392,419,3.912023005428145,0.1979181661378271,0.2005022727271851,0.1998023291262777,0.20155870712854318,0.20021852488017283,0.4265637869533889,0.4265637869533889,0.4265637869533889,0.4265637869533889,0.4265637869533889
31,0.08234518563531919,98,394,421,3.912023005428145,0.19784890993874896,0.2003523550573542,0.19982750397579085,0.20154972590723277,0.2004215051208708,0.39712080157252305,0.39712080157252305,0.39712080157252305,0.39712080157252305,0.39712080157252305
32,0.07785589520994597,98,396,423,3.912023005428145,0.1977659667532333,0.20056670221166964,0.19966343860278818,0.20159637315039883,0.20040751928190798,0.3939453525380865,0.3939453525380865,0.3939453525380865,0.3939453525380865,0.3939453525380865
33,0.04325917838577654,98,398,425,3.912023005428145,0.19718068460344698,0.2007075357069848,0.1995046165351426,0.20204161502590198,0.20056554812853053,0.38576303761118225,0.38576303761118225,0.38576303761118225,0.38576303761118225,0.38576303761118225
34,0.046274689714000464,98,400,427,3.912023005428145,0.19749711648798257,0.20081738188135775,0.1993426284347829,0.20233467535690738,0.20000819783897233,0.36396315759370307,0.36396315759370307,0.36396315759370307,0.36396315759370307,0.36396315759370307
35,0.06618165734528605,98,402,429,3.912023005428145,0.1975472567521559,0.20063831339306637,0.19946867599283813,0.2022550723391565,0.20009068152278583,0.3802478948561469,0.3802478948561469,0.3802478948561469,0.3802478948561469,0.3802478948561469
36,0.062286437745684896,98,404,431,3.912023005428145,0.1977079965454933,0.2007089624019067,0.19921613897568444,0.20218493874368243,0.20018196333323823,0.3594116180599297,0.3594116180599297,0.3594116180599297,0.3594116180599297,0.3594116180599297
37,0.07127892846011412,98,406,433,3.912023005428145,0.19764000782297578,0.20034364333077018,0.19933489305909222,0.2020926491078744,0.2005888066792898,0.3852460008833554,0.3852460008833554,0.3852460008833554,0.3852460008833554,0.3852460008833554
38,0.15610323191070924,98,408,435,3.912023005428145,0.19805709569685326,0.20010685754821136,0.19955738089299047,0.202033831813568,0.20024483404838103,0.38858470381568505,0.38858470381568505,0.38858470381568505,0.38858470381568505,0.38858470381568505
39,0.1759501218642406,98,410,437,3.912023005428145,0.19789880779492622,0.20021356335908524,0.1999627244078632,0.20190781640616257,0.2000170880319725,0.40277626626410296,0.40277626626410296,0.40277626626410296,0.40277626626410296,0.40277626626410296
40,0.15920969331492793,98,412,439,3.912023005428145,0.19794616883224028,0.20035261644944327,0.19997076211920542,0.20179285398873395,0.19993759861038501,0.40789305681689253,0.40789305681689253,0.40789305681689253,0.40789305681689253,0.40789305681689253
41,0.15859713455676366,98,414,441,3.912023005428145,0.19799276065481275,0.20029733477576334,0.19988799477105326,0.20173426322440627,0.20008764657397457,0.42558550592581906,0.42558550592581906,0.42558550592581906,0.42558550592581906,0.42558550592581906
42,0.16699890768021433,99,415,442,4.605170185988091,0.1980824946137364,0.20022700256472334,0.19995304474712952,0.20160754980032225,0.2001299082740943,0.422299432712731,0.422299432712731,0.422299432712731,0.422299432712731,0.422299432712731
43,0.12147492338590281,99,416,443,4.605170185988091,0.19804883935044457,0.20027453131664497,0.19999712569695308,0.20147789742535216,0.20020160621060867,0.43318733969371637,0.43318733969371637,0.43318733969371637,0.43318733969371637,0.43318733969371637
44,0.14539012384184416,99,417,444,4.605170185988091,0.19791936077048727,0.20039815164548286,0.2000456395753477,0.20139013387471277,0.2002467141339751,0.43452568221819515,0.43452568221819515,0.43452568221819515,0.43452568221819515,0.43452568221819515
45,0.16140945776101062,99,418,445,4.605170185988091,0.19824454491991278,0.2000357988762834,0.20006270504984414,0.2013949965269097,0.20026195462705731,0.43655591862233406,0.43655591862233406,0.43655591862233406,0.43655591862233406,0.43655591862233406
46,0.16427047309348947,99,419,446,4.605170185988091,0.19833584775575303,0.2000946689571256,0.1999223082029648,0.20135569523095437,0.20029147985321005,0.4329886959605581,0.4329886959605581,0.4329886959605581,0.4329886959605581,0.4329886959605581
47,0.11588561242166406,99,420,447,4.605170185988091,0.19839815858688487,0.2000996399219311,0.19998655560488843,0.20129513398523646,0.200220511901059,0.43388151680362347,0.43388151680362347,0.43388151680362347,0.43388151680362347,0.43388151680362347
48,0.10396310887363945,99,421,448,4.605170185988091,0.19838631667234435,0.20026960087721635,0.19975932781881658,0.20144840044507256,0.20013635418655243,0.4411454177337794,0.4411454177337794,0.4411454177337794,0.4411454177337794,0.4411454177337794
49,0.08348300596179076,99,422,449,4.605170185988091,0.19840833248718293,0.20018877224761794,0.1997221037587851,0.2015795997526164,0.20010119175379945,0.42539613596673087,0.42539613596673087,0.42539613596673087,0.42539613596673087,0.42539613596673087
