iterations,aggregate_opinions,radicalised_agents,silenced_agents,negated_agents,radicalisation_logodds,layer_interdependences_A,layer_interdependences_B,layer_interdependences_C,layer_interdependences_D,layer_interdependences_E,layer_interdependences_F,layer_polarisations_A,layer_polarisations_B,layer_polarisations_C,layer_polarisations_D,layer_polarisations_E,layer_polarisations_F
1,-0.03263798556564803,5,64,44,0.051293294387550536,0.27903673702306386,0.015001909736053278,0.2279573207033581,0.20246900094632755,0.19953741957980595,0.07599761201139209,0.1862164185613026,0.21727843042241185,0.19286873429412818,0.20889758198800956,0.18794098731537082,0.1599393374224998
2,0.03908856835767122,10,125,87,0.10536051565782631,0.27110501946205035,0.014267451284482485,0.22328063322945535,0.21279927192681833,0.19504903188655134,0.0834985922106406,0.21623642876339458,0.2252130913187404,0.2253883883053341,0.2634406410275324,0.21922171890656883,0.23463977210425643
3,0.007703235426964918,16,184,121,0.17435338714477777,0.27221644841209713,0.012563829746268691,0.23477445823446708,0.20315430411260574,0.19875695601149837,0.07853400348306196,0.2618373977857731,0.18953509633503746,0.2760659925287928,0.2848938675367506,0.2678001816496929,0.26108216701055453
4,0.04436334670728301,20,239,157,0.22314355131420976,0.27279119660038276,0.012142221372508134,0.2322642232052252,0.2052173978346078,0.19972004469379603,0.0778649162934805,0.27375652747812557,0.22738836776014493,0.2845584727031195,0.3073825333295431,0.28783533513192755,0.25714529252408996
5,0.034391527351742404,24,293,190,0.2744368457017603,0.2716512130763016,0.011534981862918126,0.23513512766462372,0.20555611947103297,0.20376202295394366,0.07236053497117897,0.2996378840096442,0.22085743125220805,0.31306523945550346,0.3330833507543376,0.3153698125173406,0.2568419270669987
6,0.05045114216149358,27,344,223,0.31471074483970024,0.2745638118023777,0.011874839486239762,0.2304885689347939,0.20458734451267158,0.20701541404661739,0.07147002121730256,0.3014339558347163,0.2936888228948569,0.30568568372847427,0.3312154611914174,0.3185155125102705,0.2379525239466668
7,0.12817918917128243,32,390,251,0.3856624808119847,0.2792947565151984,0.011635983981854274,0.23092869172434194,0.2037380209750353,0.20576123782058672,0.06864130898298064,0.3119336284924679,0.3062985168385728,0.31269551761763137,0.337003452334106,0.32598189513200515,0.20527156807811806
8,0.15464072769870582,33,437,277,0.40047756659712536,0.274390097443482,0.012691576909396946,0.23106263546991962,0.20666542973070373,0.2055111449984045,0.06967911544809204,0.32201464787015927,0.3437753056860929,0.3238684081771152,0.36524797665094444,0.3446990165845593,0.23284579780517228
9,0.15186639769853497,36,481,302,0.44628710262841953,0.2776634315005301,0.012961217685570788,0.22290574626059992,0.20998176350529504,0.20436728038247756,0.07212056066552947,0.32022416938608794,0.3310545976391784,0.3078698875268432,0.35548693331584447,0.332058836328866,0.2440531589253693
10,0.23224965598103936,36,530,326,0.44628710262841953,0.27869982935782567,0.012817714220811294,0.222165638026662,0.20815257296384332,0.20153847358136975,0.0766257718494909,0.3386043703932195,0.35435506730601674,0.31937932912680034,0.37841706453863344,0.34185785857295015,0.3068298876931978
11,0.10427576624797977,37,577,356,0.4620354595965587,0.28053145624192954,0.01345109800355045,0.21764628784086362,0.21262283648388816,0.1966162808137578,0.07913204061601407,0.3429855825878154,0.4392011906788341,0.32502486673444275,0.4024220109181407,0.3386159016157721,0.3194617426771856
12,0.11648684888785091,39,626,383,0.49429632181478017,0.28158308960764317,0.013766183081498242,0.224738556034018,0.2125458751739756,0.18902606169020192,0.07834023441266295,0.33567276727552947,0.38668202048582107,0.3226728376477503,0.377790908004168,0.318076185054765,0.3010654801327589
13,0.09355272150875893,41,667,405,0.5276327420823718,0.2812176179505504,0.013817434956433077,0.22693753452770885,0.21516481161723025,0.1860896246610932,0.07677297628698325,0.33535901600191026,0.3842427454129498,0.339346409041936,0.3907259346341835,0.3152207266230461,0.2925536168655119
14,0.16394688146341918,47,706,427,0.6348782724359695,0.27989071770702023,0.01321859028324366,0.22934555857812378,0.20897727793798582,0.19403037556495126,0.07453747992867212,0.3720012056753293,0.36655533505751053,0.3796463319015841,0.42660115828001755,0.3663201411003684,0.3135520176695508
15,0.05354087096652962,48,746,451,0.6539264674066639,0.27880439566795645,0.013916814489111359,0.2256498606845647,0.20811909261655012,0.1953649514258742,0.07814488511594182,0.37823222953216223,0.40150336419322186,0.3786476227814477,0.4341768728032874,0.38362690172917036,0.339156415741954
16,0.08884764471012478,50,784,472,0.6931471805599453,0.2792128231800731,0.015364552000001782,0.22479433121204476,0.20313879850831695,0.1952506495443054,0.08223884555525526,0.3617968845367525,0.5152970237817792,0.35788811720426644,0.400293435326448,0.37284721386955966,0.34647410316194827
17,0.03968728911117303,51,823,492,0.7133498878774648,0.27967128318472984,0.01401541575117693,0.22618696205048935,0.19629639019141085,0.1974780409105927,0.08635190791159977,0.3811883864361442,0.4824116413619083,0.38438977271605584,0.39359609990895633,0.3853689495940498,0.42755808384963323
18,0.07459772959600668,52,860,512,0.7339691750802005,0.28116834073785435,0.012167037904975093,0.2266879682241092,0.1971939297180792,0.1965933786562628,0.08618934475871794,0.3716389951372642,0.322379973625936,0.38513051781428415,0.38999676508420006,0.37054937500885493,0.4238239595185528
19,0.056760913499048764,52,897,532,0.7339691750802005,0.2776494293296594,0.010517194939226185,0.22959074681792782,0.19694642358831269,0.19640248637349458,0.08889371895137747,0.37431374331509765,0.20438981935400224,0.3953659405714222,0.39974434926690594,0.3786668436153058,0.4606443097919908
20,0.05289735199393492,54,932,550,0.7765287894989964,0.2764899563603678,0.01249713758675367,0.22717996956458758,0.19587756102283124,0.20288840637031882,0.0850669690951405,0.3979423778092984,0.3484014119268401,0.42673978442999366,0.4179463448255369,0.4182111148066353,0.4518372681664029
21,0.07989895031204554,55,964,568,0.7985076962177717,0.27414861784761974,0.014483786872737192,0.22818204119967417,0.1945613249673333,0.20388934852607843,0.08473488058655589,0.3872991727233697,0.43571308946637444,0.4213986795095161,0.4036306917070953,0.4066130001794298,0.4206129589389503
