iterations,aggregate_opinions,radicalised_agents,silenced_agents,negated_agents,radicalisation_logodds,layer_interdependences_A,layer_interdependences_B,layer_interdependences_C,layer_interdependences_D,layer_polarisations_A,layer_polarisations_B,layer_polarisations_C,layer_polarisations_D
26,-0.09331918371595396,54,1628,842,0.7765287894989964,0.25059312667627426,0.24868742158233467,0.25054527405544896,0.2501741776859447,0.4349997013088154,0.4349997013088154,0.4349997013088154,0.4349997013088154
27,-0.11183957461890649,56,1672,869,0.8209805520698303,0.25040247338303395,0.2463277728488554,0.2521466166855687,0.25112313708254513,0.4178444701357232,0.4178444701357232,0.4178444701357232,0.4178444701357232
28,-0.15849774176780848,56,1716,896,0.8209805520698303,0.2494675370965588,0.24662182428998103,0.25334903284734617,0.2505616057661135,0.42834220079312463,0.42834220079312463,0.42834220079312463,0.42834220079312463
29,-0.08776980674565574,58,1758,923,0.867500567704723,0.2483998838573559,0.24714541317394706,0.2536630872690997,0.2507916156995997,0.4276393915252847,0.4276393915252847,0.4276393915252847,0.4276393915252847
30,-0.11857162084605488,59,1799,949,0.8915981192837834,0.24707443749096855,0.24854523641604417,0.25308701389662847,0.2512933121963606,0.4243934313264043,0.4243934313264043,0.4243934313264043,0.4243934313264043
31,-0.10606327521566998,60,1839,974,0.916290731874155,0.24605702498382562,0.24856086282974765,0.25362461467074676,0.25175749751567894,0.4121868439240112,0.4121868439240112,0.4121868439240112,0.4121868439240112
32,-0.16458947297838666,61,1878,1000,0.941608539858445,0.2450553516177565,0.24851672032816205,0.25471374811852354,0.2517141799355568,0.4157920642655981,0.4157920642655981,0.4157920642655981,0.4157920642655981
33,-0.08377455744176682,61,1917,1024,0.941608539858445,0.24424860213908559,0.24860078597127133,0.25675014047409156,0.2504004714155506,0.4062443509589203,0.4062443509589203,0.4062443509589203,0.4062443509589203
34,-0.06844830456254763,61,1956,1050,0.941608539858445,0.2447759064663276,0.24885019333162736,0.2559090948347769,0.2504648053672724,0.3856063774450216,0.3856063774450216,0.3856063774450216,0.3856063774450216
35,-0.04814289244322081,62,1994,1074,0.9675840262617056,0.24514258291245528,0.24826350290654597,0.2555556781904431,0.25103823599055325,0.39247527044472663,0.39247527044472663,0.39247527044472663,0.39247527044472663
36,-0.09874739628467742,63,2031,1099,0.9942522733438669,0.24415912205011236,0.24954227409144944,0.2560211556061816,0.25027744825225784,0.3973606033399297,0.3973606033399297,0.3973606033399297,0.3973606033399297
37,-0.05001803483362211,63,2068,1124,0.9942522733438669,0.24567175515291262,0.24873945112073623,0.2544800804684445,0.2511087132579069,0.4062052104216248,0.4062052104216248,0.4062052104216248,0.4062052104216248
38,-0.06175838801709517,63,2105,1149,0.9942522733438669,0.2475970368741057,0.24999871144470484,0.25137821721198267,0.25102603446920607,0.3969187496178343,0.3969187496178343,0.3969187496178343,0.3969187496178343
39,-0.012542053612349837,63,2142,1174,0.9942522733438669,0.24675564461805854,0.24987250094403926,0.2530696414969786,0.25030221294092564,0.3592168904309959,0.3592168904309959,0.3592168904309959,0.3592168904309959
40,-0.02478691693446038,63,2179,1197,0.9942522733438669,0.24568919563388747,0.2478094224996912,0.25508222808158354,0.25141915378484,0.3632060102604816,0.3632060102604816,0.3632060102604816,0.3632060102604816
41,-0.045709526353560515,63,2216,1222,0.9942522733438669,0.24629739301400805,0.24803494634599432,0.25205008749017577,0.25361757314982347,0.3649416438974466,0.3649416438974466,0.3649416438974466,0.3649416438974466
42,-0.010752992989502599,63,2253,1247,0.9942522733438669,0.24642565336325453,0.24910821055078275,0.2531508444368361,0.25131529164912664,0.3469830938919159,0.3469830938919159,0.3469830938919159,0.3469830938919159
43,-0.0037678393654355723,66,2287,1271,1.07880966137193,0.24833166519911515,0.2471882473420226,0.2533271287924347,0.25115295866642595,0.36083209032810426,0.36083209032810426,0.36083209032810426,0.36083209032810426
44,-0.01922869600587536,66,2321,1296,1.07880966137193,0.25033022368812274,0.24761026714239953,0.2511130267026145,0.25094648246686185,0.38658606084209624,0.38658606084209624,0.38658606084209624,0.38658606084209624
45,-0.013851134847081255,66,2355,1319,1.07880966137193,0.24933455552881,0.247681310581782,0.2496654497005355,0.25331868418887193,0.39173787186584574,0.39173787186584574,0.39173787186584574,0.39173787186584574
46,-0.030716551446484903,66,2389,1342,1.07880966137193,0.24848088937433285,0.24997677293194223,0.24992699637827062,0.2516153413154547,0.38251648169233105,0.38251648169233105,0.38251648169233105,0.38251648169233105
47,-0.015806998965247815,66,2423,1366,1.07880966137193,0.251370450303317,0.2502423430663158,0.2486210199217109,0.2497661867086573,0.38381667967187016,0.38381667967187016,0.38381667967187016,0.38381667967187016
48,0.0023607186212261113,66,2457,1389,1.07880966137193,0.25167398439751015,0.24979308979635348,0.25084237736974674,0.24769054843638885,0.3764872551031717,0.3764872551031717,0.3764872551031717,0.3764872551031717
49,-0.0277760059350913,67,2490,1412,1.1086626245216114,0.25359974291313847,0.24775786094198868,0.2497445013519449,0.24889789479292734,0.40124156624676827,0.40124156624676827,0.40124156624676827,0.40124156624676827
50,-0.04898739427375025,67,2523,1435,1.1086626245216114,0.25359327315550145,0.24823222538001768,0.24820188975921859,0.2499726117052633,0.38212746352327814,0.38212746352327814,0.38212746352327814,0.38212746352327814
51,-0.005108711879919454,67,2556,1458,1.1086626245216114,0.2523436258447178,0.2488077052723514,0.2477189386504445,0.2511297302324863,0.3866384824547236,0.3866384824547236,0.3866384824547236,0.3866384824547236
52,-0.017905131948448345,67,2589,1481,1.1086626245216114,0.254403675745082,0.24822874275974402,0.2455906479660127,0.25177693352916236,0.38610877921559783,0.38610877921559783,0.38610877921559783,0.38610877921559783
53,-0.027561695948999678,67,2622,1504,1.1086626245216114,0.25605196439975886,0.2483985058595859,0.24578000236315609,0.24976952737750152,0.37915016731968215,0.37915016731968215,0.37915016731968215,0.37915016731968215
54,-0.027642107335163688,68,2654,1526,1.139434283188365,0.2561886138701975,0.24607107560062022,0.24786521886851173,0.24987509166067026,0.3813662698736123,0.3813662698736123,0.3813662698736123,0.3813662698736123
55,-0.009745507526523556,68,2686,1548,1.139434283188365,0.25672525522849193,0.24654588412735848,0.24749551768207684,0.2492333429620729,0.35833232160852535,0.35833232160852535,0.35833232160852535,0.35833232160852535
56,-0.025724474502120308,68,2718,1571,1.139434283188365,0.25562746808779657,0.24754477478578113,0.2475038930534171,0.24932386407300405,0.35726457795010347,0.35726457795010347,0.35726457795010347,0.35726457795010347
57,-0.06479526134298727,68,2750,1594,1.139434283188365,0.25134996534186765,0.24708713619847308,0.2492008124152087,0.2523620860444503,0.35967390252221204,0.35967390252221204,0.35967390252221204,0.35967390252221204
58,-0.04511295569059139,68,2782,1618,1.139434283188365,0.2501585400169574,0.24614836621633793,0.24854198006644992,0.25515111370025173,0.36003272311770856,0.36003272311770856,0.36003272311770856,0.36003272311770856
59,-0.03926406462073216,68,2814,1641,1.139434283188365,0.2512803023179998,0.246091214464461,0.25049905524405314,0.25212942797348287,0.3645636822829529,0.3645636822829529,0.3645636822829529,0.3645636822829529
60,-0.06992568036438573,68,2846,1665,1.139434283188365,0.2504829023906708,0.24594991881343772,0.2500259772294221,0.2535412015664675,0.36741027287636724,0.36741027287636724,0.36741027287636724,0.36741027287636724
61,-0.042737783706251614,70,2876,1687,1.203972804325936,0.24912332022104042,0.24938482340651846,0.2496640167080964,0.2518278396643472,0.3724424886151809,0.3724424886151809,0.3724424886151809,0.3724424886151809
62,-0.08212926852619862,70,2906,1710,1.203972804325936,0.25020479479361807,0.2486090094077894,0.24907181360504507,0.2521143821935477,0.3447987628757172,0.3447987628757172,0.3447987628757172,0.3447987628757172
63,-0.05520117876405749,70,2936,1732,1.203972804325936,0.2504226276324103,0.2502413245368446,0.248280343740682,0.25105570409006167,0.3612467525811741,0.3612467525811741,0.3612467525811741,0.3612467525811741
64,-0.018402359838655468,70,2966,1755,1.203972804325936,0.2510639863373459,0.24685736771749586,0.2490338994011704,0.2530447465439858,0.3569007020499075,0.3569007020499075,0.3569007020499075,0.3569007020499075
65,-0.01791703708120199,70,2996,1778,1.203972804325936,0.2523864599834479,0.2460316898075351,0.24855056481574545,0.25303128539327085,0.35852467362159063,0.35852467362159063,0.35852467362159063,0.35852467362159063
66,0.0019299946561940518,70,3026,1801,1.203972804325936,0.2538616833696037,0.2483880922226858,0.24577836247276205,0.25197186193494914,0.35343762269469964,0.35343762269469964,0.35343762269469964,0.35343762269469964
67,-0.03987590002794586,70,3056,1824,1.203972804325936,0.25199129611460946,0.24798424670713887,0.24730205228397664,0.25272240489427467,0.3549582289489673,0.3549582289489673,0.3549582289489673,0.3549582289489673
68,-0.04168852702132301,70,3086,1847,1.203972804325936,0.24985259216350983,0.2511943931211593,0.24848668474019078,0.25046632997514173,0.38228770632906467,0.38228770632906467,0.38228770632906467,0.38228770632906467
69,-0.05400894784033555,72,3114,1867,1.2729656758128873,0.24914759953944215,0.24961986669762257,0.249960623292639,0.2512719104702993,0.3980336316463079,0.3980336316463079,0.3980336316463079,0.3980336316463079
70,-0.04842289665489382,73,3141,1887,1.3093333199837622,0.24847917427102204,0.2489003321961543,0.24988325421548496,0.2527372393173404,0.3907386987478644,0.3907386987478644,0.3907386987478644,0.3907386987478644
