iterations,aggregate_opinions,radicalised_agents,silenced_agents,negated_agents,radicalisation_logodds,layer_interdependences_A,layer_interdependences_B,layer_interdependences_C,layer_interdependences_D,layer_polarisations_A,layer_polarisations_B,layer_polarisations_C,layer_polarisations_D
47,-0.027969808071957487,35,407,317,2.0794415416798357,0.2511855561861011,0.2580045633757453,0.25272632004279516,0.23808356039536013,0.39007456015076614,0.39007456015076614,0.39007456015076614,0.39007456015076614
48,0.06800320747299976,35,408,320,2.0794415416798357,0.2552849605551567,0.2532565659638373,0.25432051721340604,0.23713795626760142,0.4017705954230898,0.4017705954230898,0.4017705954230898,0.4017705954230898
49,-0.0048945965913929496,35,411,324,2.0794415416798357,0.2518574985760881,0.25363112277647637,0.25551802621631153,0.2389933524311232,0.3711941043950516,0.3711941043950516,0.3711941043950516,0.3711941043950516
50,0.06705853230074658,35,414,327,2.0794415416798357,0.25089550937442323,0.25474864038280554,0.2549437515227247,0.23941209872004673,0.33347625729628116,0.33347625729628116,0.33347625729628116,0.33347625729628116
51,-0.04834743888117393,35,417,331,2.0794415416798357,0.2558869392491272,0.25410074541910926,0.25054251310196846,0.23946980222979378,0.32970849512758454,0.32970849512758454,0.32970849512758454,0.32970849512758454
52,0.03864329497487938,35,420,335,2.0794415416798357,0.2558623014476485,0.2568767860285529,0.24940806995918968,0.2378528425646094,0.33522628392561143,0.33522628392561143,0.33522628392561143,0.33522628392561143
53,-0.08458969881729031,35,425,339,2.0794415416798357,0.2576585054309604,0.2548250838446266,0.25106523362625477,0.2364511770981601,0.30104900620434966,0.30104900620434966,0.30104900620434966,0.30104900620434966
54,-0.10063218995242358,35,426,342,2.0794415416798357,0.25749916350567015,0.2525448661311047,0.2515371293746824,0.2384188409885439,0.28884519000316605,0.28884519000316605,0.28884519000316605,0.28884519000316605
55,-0.03506233035286085,35,427,345,2.0794415416798357,0.2535776839521587,0.254244869459221,0.25188052106250036,0.24029692552612067,0.32960864874536433,0.32960864874536433,0.32960864874536433,0.32960864874536433
56,-0.13184019571302824,35,429,348,2.0794415416798357,0.24848505419705164,0.2538371621722208,0.2496518480382148,0.24802593559251532,0.34062694017545836,0.34062694017545836,0.34062694017545836,0.34062694017545836
57,-0.08728171961667193,35,431,350,2.0794415416798357,0.24534782551462994,0.2594450655764244,0.24793100693800613,0.24727610197093938,0.3374515001607532,0.3374515001607532,0.3374515001607532,0.3374515001607532
58,-0.17936335751566626,35,434,353,2.0794415416798357,0.2499137459501691,0.24979380507530335,0.2479008102459097,0.2523916387286207,0.3136198383032536,0.3136198383032536,0.3136198383032536,0.3136198383032536
59,-0.1448986813524124,35,436,355,2.0794415416798357,0.2468019740886197,0.2508141621400077,0.24755350358931769,0.25483036018205596,0.36667907097109037,0.36667907097109037,0.36667907097109037,0.36667907097109037
60,-0.18787677386692894,35,438,357,2.0794415416798357,0.24800369704812095,0.251625235090398,0.2469997893544979,0.25337127850698504,0.4158686962689504,0.4158686962689504,0.4158686962689504,0.4158686962689504
61,-0.10792620257537741,35,440,360,2.0794415416798357,0.24717158897267558,0.2525703702669465,0.24881575348540413,0.25144228727497475,0.42575278480658896,0.42575278480658896,0.42575278480658896,0.42575278480658896
62,-0.09940797761162266,35,444,363,2.0794415416798357,0.24717309904068038,0.24998054370136058,0.2477685697803349,0.25507778747762594,0.4536938945929538,0.4536938945929538,0.4536938945929538,0.4536938945929538
63,-0.049329004457235856,35,448,366,2.0794415416798357,0.24775621139408055,0.24797860182421025,0.24522409264930062,0.259041094132409,0.4038268624436915,0.4038268624436915,0.4038268624436915,0.4038268624436915
